question,answer,contexts,ground_truth,faithfulness,answer_relevancy,context_precision,context_recall
Did Lincoln sign the National Banking Act of 1863?,yes,"[""Lincoln believed in the Whig theory of the presidency, which left Congress to write the laws while he signed them, vetoing only those bills that threatened his war powers. Thus, he signed the Homestead Act in 1862, making millions of acres of government-held land in the West available for purchase at very low cost. The Morrill Land-Grant Colleges Act, also signed in 1862, provided government grants for agricultural universities in each state. The Pacific Railway Acts of 1862 and 1864 granted federal support for the construction of the United States' First Transcontinental Railroad, which was c""]",yes,0.0,0.8783406343089485,0.0,0.0
What are prey of various animals including birds and mammals?,Beetles,"['Beetles can be found in almost all habitats, but are not known to occur in the sea or in the polar regions. They interact with their ecosystems in several ways. They often feed on plants and fungi, break down animal and plant debris, and eat other invertebrates. Some species are prey of various animals including birds and mammals. Certain species are agricultural pests, such as the Colorado potato beetle Leptinotarsa decemlineata, the boll weevil Anthonomus grandis, the red flour beetle Tribolium castaneum, and the mungbean or cowpea beetle Callosobruchus maculatus, while other species of beet']",Beetles.,1.0,0.8328671830881677,0.9999999999,1.0
Who is most noted for his contributions to the theory of molarity and molecular weight?,Lorenzo Romano Amedeo Carlo Avogadro,"[""Lorenzo Romano Amedeo Carlo Avogadro, Count of Quaregna and Cerreto (August 9, 1776 July 9, 1856) was an Italian savant.  He is most noted for his contributions to the theory of molarity and molecular weight. As a tribute to him, the number of elementary entities (atoms, molecules, ions or other particles) in one mole of a substance, 6.02214199x10 23 , is known as Avogadro's number.""]",Amedeo Avogadro,,0.8414017366080904,0.9999999999,1.0
Is a beetle's general anatomy uniform?,yes,"['The general anatomy of beetles is quite uniform, although specific organs and appendages may vary greatly in appearance and function between the many families in the order. Like all insects, beetles\' bodies are divided into three sections: the head, the thorax, and the abdomen. When viewed from below, the thorax is that part from which all three pairs of legs and both pairs of wings arise. The abdomen is everything posterior to the thorax. When viewed from above, most beetles appear to have three clear sections, but this is deceptive: on the beetle\'s upper surface, the middle ""section"" is a ha']",Yes,1.0,0.9755821109021833,0.9999999999,1.0
Is it true that he became a professor in 1820?,yes,"['In 1820 he became a professor of physics at the University of Turin. (Note: After the downfall of Napoléon in 1815, northern Italy was under the rule of the Kingdom of Piedmont-Sardinia and Turin was the capital of this kingdom.)']",yes,0.5,0.9206731841977159,0.9999999999,0.5
Which type of beetle is a pest of potato plants?,Leptinotarsa decemlineata,"['* The Colorado potato beetle, Leptinotarsa decemlineata, is a notorious pest of potato plants. Crops are destroyed and the beetle can only be treated by employing expensive pesticides, many of which it has begun to develop resistance to. As well as potatoes, suitable hosts can be a number of plants from the potato family (Solanaceae), such as nightshade, tomato, aubergine and capsicum.']",Colorado potato beetle,,0.893843974420277,0.9999999999,1.0
What is named after him?,The Celsius crater on the Moon,['The Celsius crater on the Moon is named after him.'],The Celsius crater on the Moon,1.0,0.8630817145814387,0.9999999999,1.0
When did he publish another memoria?,1821,"['In 1821 he published another memoria, Nouvelles considérations sur la théorie des proportions déterminées dans les combinaisons, et sur la détermination des masses des molécules des corps and little after Mémoire sur la manière de ramener les composès organiques aux lois ordinaires des proportions déterminées.']",1821,1.0,0.9903311069543074,0.9999999999,1.0
Can beetles be found in polar regions?,No,"['Beetles can be found in almost all habitats, but are not known to occur in the sea or in the polar regions. They interact with their ecosystems in several ways. They often feed on plants and fungi, break down animal and plant debris, and eat other invertebrates. Some species are prey of various animals including birds and mammals. Certain species are agricultural pests, such as the Colorado potato beetle Leptinotarsa decemlineata, the boll weevil Anthonomus grandis, the red flour beetle Tribolium castaneum, and the mungbean or cowpea beetle Callosobruchus maculatus, while other species of beet']",No,1.0,0.0,0.9999999999,0.5
Is it true that thermometer had 100 for the freezing point?,yes,"[""Celsius founded the Uppsala Astronomical Observatory in 1741, and in 1742 he proposed the Celsius temperature scale in a paper to the Royal Swedish Academy of Sciences. His thermometer had 100 for the freezing point of water and 0 for the boiling point. The scale was reversed by Carolus Linnaeus in 1745, to how it is today  Linnaeus' thermometer .""]",Yes,0.0,0.835554615510551,0.9999999999,1.0
Can the title of this famous 1811 paper be roughly translated into english?,Yes,"['In 1811, he published an article with the title Essai d\'une manière de déterminer les masses relatives des molécules élémentaires des corps, et les proportions selon lesquelles elles entrent dans ces combinaisons, which contains the famous Avogadro\'s hypothesis. The title of this famous 1811 paper can be roughly translated into English as ""Essay on Determining the Relative Masses of the Elementary Molecules of Bodies"".  (Note: At that time in 1811, northern Italy was actually under French rule during the era of Napoléon Bonaparte. Avogadro submitted his poem to a French journal. This paper was']",yes,1.0,0.8496080853282892,0.9999999999,1.0
Did Lincoln's Wife's Family support slavery?,yes,"['On November 4 1842 Lincoln married Mary Todd, daughter of a prominent slave-owning family from Kentucky. The couple had four sons. Robert Todd Lincoln was born in Springfield, Illinois on 1 August, 1843. Their only child to survive into adulthood, young Robert attended Phillips Exeter Academy and Harvard College. Robert died on July 26, 1926, in Manchester, Vermont.']",Yes,1.0,0.8780330766323061,0.9999999999,1.0
What are the similarities between beetles and grasshoppers?,mouthparts,"['Beetles have mouthparts similar to those of grasshoppers. Of these parts, the most commonly known are probably the mandibles, which appear as large pincers on the front of some beetles. The mandibles are a pair of hard, often tooth-like structures that move horizontally to grasp, crush, or cut food or enemies (see defence, below). Two pairs of finger-like appendages are found around the mouth in most beetles, serving to move food into the mouth. These are the maxillary and labial palpi.']",mouthparts,1.0,0.9016630641747941,0.9999999999,1.0
What period of rapid economic growth did the United States experience during Coolidge's presidency?,Roaring Twenties,"['During Coolidge\'s presidency the United States experienced the period of rapid economic growth known as the ""Roaring Twenties."" His economic policy has often been misquoted as ""generally speaking, the business of the American people is business"" (full quotation below, at left). Although some commentators have criticized Coolidge as a doctrinaire laissez-faire ideologue, historian Robert Sobel offers some context based on Coolidge\'s sense of federalism: ""As Governor of Massachusetts, Coolidge supported wages and hours legislation, opposed child labor, imposed economic controls during World War ']",the Roaring Twenties,1.0,0.9789510652402388,0.9999999999,1.0
How old was Lincoln in 1816?,seven years old,"['Lincoln was just seven years old when, in 1816, the family was forced to make a new start in Perry County (now in Spencer County), Indiana. He later noted that this move was ""partly on account of slavery,"" and partly because of difficulties with land deeds in Kentucky: Unlike land in the Northwest Territory, Kentucky never had a proper U.S. survey, and farmers often had difficulties proving title to their property. Lincoln was only nine when his mother, then thirty-four years old, died of milk sickness. Soon afterwards, his father remarried  to Sarah Bush Johnston. Sarah Lincoln raised young L']",seven,1.0,0.8927950262499239,0.9999999999,1.0
Can beetles be found in almost all habitats?,Yes,"['Beetles can be found in almost all habitats, but are not known to occur in the sea or in the polar regions. They interact with their ecosystems in several ways. They often feed on plants and fungi, break down animal and plant debris, and eat other invertebrates. Some species are prey of various animals including birds and mammals. Certain species are agricultural pests, such as the Colorado potato beetle Leptinotarsa decemlineata, the boll weevil Anthonomus grandis, the red flour beetle Tribolium castaneum, and the mungbean or cowpea beetle Callosobruchus maculatus, while other species of beet']",Yes.,1.0,0.9800131955552529,0.9999999999,1.0
When did he drop John from his name?,when James was 17.,['Watt had a brother by the name of John. He was shipwrecked when James was 17.'],upon graduating from college,0.0,0.814920971790205,0.0,0.0
Who suggested Lincoln grow a beard?,Grace Bedell,"['While Lincoln is usually portrayed bearded, he first grew a beard in 1860 at the suggestion of 11-year-old Grace Bedell']",11-year-old Grace Bedell,1.0,0.9920803283373408,0.9999999999,1.0
"Is it possible that there are more than 350,000 species of beetles?",yes,"['There are about 350,000 species of beetles. Such a large number of species poses special problems for classification, with some families consisting of thousands of species and needing further division into subfamilies and tribes.']",yes,0.0,0.9574914528631435,0.9999999999,0.0
Is it true that he published a collection in 1738?,no,"['At Nuremberg in 1733 he published a collection of 316 observations of the aurora borealis made by himself and others over the period 1716-1732. In Paris he advocated the measurement of an arc of the meridian in Lapland, and in 1736 took part in the expedition organized for that purpose by the French Academy of Sciences, led by the French mathematician Pierre Louis Maupertuis.']",No,0.0,0.0,0.9999999999,0.0
Did the scientific community not reserve great attention to his theory ?,The scientific community did not reserve great attention to his theory.,"[""The scientific community did not reserve great attention to his theory, so Avogadro's hypothesis was not immediately accepted when announced. André-Marie Ampère too was able three years later to achieve the same result by another method (in his Sur la détermination des proportions dans lesquelles les corps se combinent d'après le nombre et la disposition respective des molécules dont leurs particules intégrantes sont composées), but the same indifferent regard was given to his theories as well.""]",yes,1.0,0.9080741013408614,0.9999999999,1.0
Was Calvin Coolidge Republican?,No,"[""Coolidge was unopposed for the Republican nomination for Governor of Massachusetts in 1918. He and his running mate, Channing Cox, a Boston lawyer and Speaker of the Massachusetts House of Representatives, ran on the previous administration's record: fiscal conservatism, a vague opposition to Prohibition, support for women's suffrage, and support for American involvement in the First World War. Sobel, 111; McCall, 75â\x80\x9376  The issue of the war proved divisive, especially among Irish- and German-Americans. Sobel, 112  Coolidge was elected by a margin of 16,773 votes over his opponent, Richard H""]",Yes,0.0,0.0,0.9999999999,1.0
Had his thermometer 100 for the freezing point of water and 0 for the boiling point ?,No,"[""Celsius founded the Uppsala Astronomical Observatory in 1741, and in 1742 he proposed the Celsius temperature scale in a paper to the Royal Swedish Academy of Sciences. His thermometer had 100 for the freezing point of water and 0 for the boiling point. The scale was reversed by Carolus Linnaeus in 1745, to how it is today  Linnaeus' thermometer .""]",Yes it had,,0.0,0.9999999999,1.0
Did he not determine the dependence of the boiling of water with atmospheric pressure -LRB- in excellent agreement with modern data -RRB- ?,No,"['Anders Celsius was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds. In his Swedish paper ""Observations of two persistent degrees on a thermometer"" he reports on experiments to check that the freezing point is independent of latitude (and of atmospheric pressure). He determined the dependence of the boiling of water with atmospheric pressure (in excellent agreement with modern data). He further gave a rule for the determination of the boiling point if the barometric pressure deviates from a certain standar']",Yes he did,0.0,0.0,0.9999999999,1.0
Was King Victor Emmanuel III there to pay homage to Avogadro ?,King Victor Emmanuel III was there to pay homage to Avogadro.,"[""In 1911, a historic meeting took place in Turin to commemorate the hundredth anniversary of the publication of Avogadro's classic 1811 memoir. King Victor Emmanuel III was there to pay homage to Avogadro. Thus Avogadro's great contribution to chemistry was recognised and he is recognised as a great Italian chemist. (Note: In 1911, Victor Emmanuel III was the King of a unified Italy with Rome instead or Turin as its capital. The unification of Italy did not happen during the life time of Avogadro. In fact, Avogadro's famous 1811 paper was written in French.)""]",yes,1.0,0.908861585719898,0.9999999999,1.0
What happened in 1833?,Black Friday,"['The first scandal to taint the Grant administration was Black Friday, a gold-speculation financial crisis in September 1869, set up by Wall Street manipulators Jay Gould and James Fisk. They tried to corner the gold market and tricked Grant into preventing his treasury secretary from stopping the fraud. However, Grant eventually released large amounts of gold back onto the market, causing a large-scale financial crisis for many gold investors. Jay Gould had already prepared and quietly sold out while Fisk denied many agreements and hired thugs to intimidate his creditors.']",Avogadro had been recalled to Turin university,0.0,0.7725241802756829,0.0,0.0
Was Abraham Lincoln the sixteenth President of the United States?,yes,"['Abraham Lincoln (February 12, 1809 â\x80\x93 April 15, 1865) was the sixteenth President of the United States, serving from March 4, 1861 until his assassination. As an outspoken opponent of the expansion of slavery in the United States, ""[I]n his short autobiography written for the 1860 presidential campaign, Lincoln would describe his protest in the Illinois legislature as one that \'briefly defined his position on the slavery question, and so far as it goes, it was then the same that it is now."" This was in reference to the anti-expansion sentiments he had then expressed. Doris Kearns Goodwin, Tea']",yes,1.0,0.8813936372042055,0.9999999999,1.0
Is Avogadro 's number commonly used to compute the results of chemical reactions ?,It allows chemists to determine the exact amounts of substances produced in a given reaction.,"[""Loschmidt first calculated the value of Avogadro's number, now called Avogadro's constant, which is still sometimes referred to as the Loschmidt number in German-language countries (Loschmidt constant now has another meaning).  Avogadro's number is commonly used to compute the results of chemical reactions. It allows chemists to determine the exact amounts of substances produced in a given reaction.""]",yes,1.0,0.8978138609372563,0.9999999999,1.0
What trail did Lincoln use a Farmers' Almanac in? ,moonlight,"['Possibly the most notable criminal trial of Lincoln\'s career as a lawyer came in 1858, when he defended William ""Duff"" Armstrong, who has been charged with murder. The case became famous for Lincoln\'s use of judicial notice--a rare tactic at that time--to show that an eyewitness had lied on the stand. After the witness testified to having seen the crime by moonlight, Lincoln produced a Farmers\' Almanac to show that the moon on that date was at such a low angle that it could not have provided enough illumination to see anything clearly. Based almost entirely on this evidence, Armstrong was acqu']","he defended William ""Duff"" Armstrong",0.0,0.8480437827054922,0.9999999999,1.0
Did Abraham Lincoln live in the Frontier?,yes,"['Abraham Lincoln was born on February 12, 1809, to Thomas Lincoln and Nancy Hanks, two uneducated farmers. Lincoln was born in a one-room log cabin on the   Sinking Spring Farm, in southeast Hardin County, Kentucky (now part of LaRue County). This area was at the time considered the ""frontier."" The name ""Abraham"" was chosen to commemorate his grandfather, who was killed in an American Indian raid in 1786. Donald (1995) p 21  His elder sister, Sarah Lincoln, was born in 1807; a younger brother, Thomas Jr, died in infancy. It is sometimes debated whether Lincoln had Marfan syndrome, an autosomal ']",Yes,1.0,0.8904418357126834,0.9999999999,1.0
Which county was Lincoln born in?,Hardin County,"['Abraham Lincoln was born on February 12, 1809, to Thomas Lincoln and Nancy Hanks, two uneducated farmers. Lincoln was born in a one-room log cabin on the   Sinking Spring Farm, in southeast Hardin County, Kentucky (now part of LaRue County). This area was at the time considered the ""frontier."" The name ""Abraham"" was chosen to commemorate his grandfather, who was killed in an American Indian raid in 1786. Donald (1995) p 21  His elder sister, Sarah Lincoln, was born in 1807; a younger brother, Thomas Jr, died in infancy. It is sometimes debated whether Lincoln had Marfan syndrome, an autosomal ']",Hardin County,1.0,0.9580738395454946,0.9999999999,1.0
May a single female lay from several dozen to several thousand eggs during her lifetime ?,A single female may lay from several dozen to several thousand eggs during her lifetime.,"['A single female may lay from several dozen to several thousand eggs during her lifetime. Eggs are usually laid according to the substrate the larva will feed on upon hatching. Among others, they can be laid loose in the substrate (e.g. flour beetle), laid in clumps on leaves (e.g. Colorado potato beetle), or individually attached (e.g. mungbean beetle and other seed borers) or buried in the medium (e.g. carrot weevil).']",Yes.,,0.9465604605314503,0.9999999999,1.0
"Was Anders Celsius (November 27, 1701 April 25, 1744) a Swedish astronomer?",yes,"['Anders Celsius (November 27, 1701   April 25, 1744) was a Swedish astronomer.']",Yes,1.0,0.9636429898079322,0.9999999999,1.0
